timesteps,time_elapsed,fps,policy_loss,value_loss,entropy,lr,ent_coef,wr_random,wr_heuristic
2110592,43.285032510757446,2554.9709353346343,-0.0005111613779364334,0.8840925759739346,0.602047371202045,0.00027542399999999997,0.4606784,0.46,0.32
2208896,84.4252564907074,2474.330652735334,-0.000514808099851507,0.8720200234651565,0.6018496602773666,0.00025084799999999997,0.4213568,0.38,0.28
2307200,123.70417380332947,2483.343856193572,-0.0007436072068412613,0.8850470489263534,0.6018301790952683,0.000226272,0.3820352,0.55,0.28
2405504,164.62264347076416,2463.2334377015072,-0.00028238999442976366,0.8834577542543411,0.6019051325321197,0.000201696,0.34271359999999995,0.38,0.26
2503808,205.210186958313,2455.0827981183265,-0.0003905080143704254,0.8405918556451798,0.6021714496612549,0.00017711999999999998,0.303392,0.44,0.25
2602112,245.35536408424377,2454.0404985532023,-0.00011794171258316056,0.8579432094097137,0.6018542546033859,0.000152544,0.2640704,0.59,0.27
2700416,286.39564180374146,2445.6238076415093,-0.00028894280686927234,0.864546816945076,0.6022541397809982,0.000127968,0.22474880000000003,0.52,0.27
2811008,331.6678977012634,2445.2411753472834,-0.00029034117076662366,0.8455878454446792,0.60231416285038,0.00010032000000000002,0.180512,0.53,0.28
2909312,372.54361844062805,2440.8202287993727,-0.00015567678674415218,0.8852352333068848,0.6021117836236953,7.574400000000001e-05,0.14119039999999994,0.41,0.29
3007616,414.8753695487976,2428.7197408123893,-0.00014786981590759752,0.8490812754631043,0.6021472859382629,5.1168000000000036e-05,0.10186879999999998,0.36,0.24
