timesteps,time_elapsed,fps,policy_loss,value_loss,entropy,lr,ent_coef,wr_random,wr_heuristic
4122880,40.762611627578735,3014.5271633396314,-0.0006872057968575974,0.8335998284816742,0.6017458927631378,0.00029754239999999995,0.49655936,0.43,0.27
4221184,73.81000089645386,2996.6670818808593,-0.0005732761796227553,0.836077978875902,0.601846315463384,0.0002950848,0.49311872,0.51,0.25
4319488,106.52634525299072,2999.1454155424562,-0.0006001711749559035,0.8441171026229859,0.6021221405267716,0.00029262719999999996,0.48967808,0.41,0.22
4417792,140.735121011734,2968.640642055269,-0.000565346502698958,0.8483249861001968,0.6019837099313736,0.0002901696,0.48623744,0.51,0.2
4516096,173.50516557693481,2974.528154731827,-0.0005446595051580516,0.8566295194625855,0.6020578646659851,0.00028771199999999997,0.4827968,0.39,0.32
4614400,207.58143186569214,2959.8023025369857,-0.0006201053972472437,0.8588814979791641,0.602149960398674,0.0002852544,0.47935616000000003,0.5,0.17
4712704,240.42476439476013,2964.3535340219423,-0.0005550368241046044,0.8502707016468048,0.6021378928422928,0.0002827968,0.47591552,0.4,0.16
4811008,273.10544538497925,2969.578284522207,-0.0003651831222458668,0.8563856416940689,0.602036542892456,0.00028033919999999996,0.47247488,0.53,0.24
4909312,306.76066851615906,2964.23920445362,-0.00032477454286890863,0.8503534257411957,0.6020547276735306,0.0002778816,0.46903424,0.48,0.27
5007616,339.61784529685974,2966.911232592161,-0.0004225791606131679,0.860036895275116,0.6019926524162292,0.00027542399999999997,0.4655936,0.46,0.26
5105920,372.93892335891724,2965.4185463920057,-0.0005213762055063853,0.848595284819603,0.6020695167779923,0.0002729664,0.46215296,0.5,0.23
5204224,406.9884831905365,2958.8650532802135,-0.0004188991613045801,0.8545335590839386,0.6021917128562927,0.0002705088,0.45871232,0.42,0.35
5302528,447.01924681663513,2913.807423898886,-0.0003132354308763752,0.8450756478309631,0.6022608268260956,0.00026805119999999996,0.45527168,0.48,0.28
5400832,487.17657446861267,2875.409191273115,-0.0004261905796374776,0.8337338161468506,0.6022201144695282,0.0002655936,0.45183104,0.45,0.24
5523712,530.1121304035187,2874.320191164383,-0.00031574180912230076,0.8396714794635772,0.6023363602161408,0.0002625216,0.44753024,0.52,0.22
5622016,564.5498180389404,2873.1140249665614,-0.00019304139519135788,0.8319816136360169,0.6023888278007508,0.00026006399999999995,0.44408960000000003,0.46,0.31
5720320,599.0051379203796,2871.9620101633695,-0.00019696325086897558,0.83023617208004,0.6024365788698196,0.0002576064,0.44064896,0.46,0.18
5818624,633.2466278076172,2871.9047526495556,-0.00027456609208456937,0.831232699751854,0.6024590581655502,0.00025514879999999997,0.43720832,0.48,0.25
5916928,668.7446479797363,2866.457332841466,-0.0003520765021130501,0.8364173871278763,0.6025142872333527,0.0002526912,0.43376768,0.48,0.26
6015232,703.555248260498,2864.3550097629877,-0.0003773837231528887,0.8348196148872375,0.6023051118850709,0.0002502336,0.43032704,0.51,0.18
6113536,738.3815960884094,2862.389868865228,-0.0003484246953121328,0.8221340370178223,0.6021092242002487,0.000247776,0.4268864,0.57,0.25
6211840,772.8763251304626,2861.829154394965,-0.00040597559036541496,0.834985608458519,0.6019528967142105,0.0002453184,0.42344576,0.39,0.27
6310144,807.581384897232,2860.5711364854888,-0.00035438437500033614,0.8300862634181976,0.602138580083847,0.0002428608,0.42000512,0.31,0.19
6408448,842.1704273223877,2859.8107008547718,-0.0002895937689618222,0.8343804943561554,0.6022220140695572,0.0002404032,0.41656448,0.43,0.23
6506752,876.7534377574921,2859.1299355627525,-0.00020049950619522862,0.8290741050243378,0.6023891204595566,0.00023794559999999997,0.41312384,0.47,0.25
6605056,911.7608366012573,2857.170318601078,-0.00019616988377492816,0.8255216908454895,0.6024918746948242,0.000235488,0.4096832,0.39,0.23
6703360,946.1103775501251,2857.341029278347,-0.0003911860239895759,0.8270748126506805,0.6024028432369232,0.00023303039999999998,0.40624256000000003,0.5,0.28
6801664,980.4389369487762,2857.5609295149557,-0.0003919092958949477,0.8297890102863312,0.6022580128908157,0.0002305728,0.40280192000000004,0.48,0.24
6924544,1022.3116431236267,2860.716709695479,-0.0004192791110995131,0.8347814989089966,0.6023973274230957,0.0002275008,0.39850112,0.52,0.31
7022848,1057.7576842308044,2857.7887403372524,-0.00037057371654327655,0.8163198411464692,0.6022147637605667,0.00022504319999999998,0.39506048,0.43,0.21
7121152,1092.8339593410492,2856.0166650402907,-0.00034460440317161554,0.8254870390892028,0.6021228939294815,0.0002225856,0.39161984,0.4,0.3
7219456,1127.416526556015,2855.604760234143,-0.00033949708808904687,0.827980043888092,0.602020509839058,0.000220128,0.3881792,0.43,0.25
7317760,1162.2082343101501,2854.7035738129293,-0.0002983273870904668,0.8317538034915924,0.6021583002805709,0.00021767039999999997,0.38473856,0.48,0.26
7416064,1196.5385451316833,2854.955248954433,-0.0003535972980353108,0.8334514141082764,0.6021076679229737,0.0002152128,0.38129792,0.45,0.24
7514368,1231.110478401184,2854.6325140242748,-0.0003853988903642858,0.8213166642189026,0.6021597790718078,0.00021275519999999998,0.37785728,0.37,0.23
7612672,1265.567806005478,2854.585888529123,-0.000355905806688952,0.8268214285373687,0.6023830527067184,0.00021029759999999998,0.37441663999999997,0.46,0.22
7710976,1300.0571088790894,2854.471526408257,-0.00033460743179603014,0.8278983533382416,0.6024352985620499,0.00020784,0.370976,0.4,0.2
7809280,1335.044959306717,2853.2971668445853,-0.0003153177940112073,0.8350705349445343,0.6024172288179398,0.0002053824,0.36753536,0.54,0.28
7907584,1369.5353407859802,2853.21881343889,-0.0002176977735962282,0.8401682633161545,0.602285493016243,0.0002029248,0.36409472,0.47,0.29
8005888,1404.262479543686,2852.663272254992,-0.00028224814585883,0.8399796134233475,0.6022770333290101,0.00020046719999999998,0.36065408,0.48,0.16
8104192,1439.4447016716003,2851.232836686174,-0.000367012898068424,0.8262560647726059,0.6020815980434417,0.0001980096,0.35721344,0.48,0.25
8202496,1473.8498215675354,2851.3732800336275,-0.0004096043541994732,0.8214808124303817,0.6021734458208085,0.000195552,0.3537728,0.44,0.32
8300800,1508.3600080013275,2851.3086910192164,-0.0004696347206026985,0.809872196316719,0.6022516810894012,0.0001930944,0.35033216,0.44,0.23
8423680,1550.680216550827,2852.735175689271,-0.0003569550062002236,0.8140278828144073,0.6024017184972763,0.0001900224,0.34603136,0.36,0.23
8521984,1585.1362478733063,2852.741526835253,-0.00026893298644608876,0.8228324991464615,0.6024209344387055,0.00018756479999999998,0.34259072,0.41,0.26
8620288,1619.819465637207,2852.3474979864277,-0.00035419476729657616,0.8215932428836823,0.6024143475294114,0.0001851072,0.33915008,0.48,0.26
8718592,1654.9762012958527,2851.1539901935294,-0.0003784571261894598,0.824005628824234,0.6021078765392304,0.0001826496,0.33570944,0.44,0.25
8816896,1689.6886203289032,2850.759567204978,-0.00040747344266492294,0.8282501447200775,0.602031203508377,0.000180192,0.33226880000000003,0.41,0.33
8915200,1724.141262769699,2850.810491075489,-0.0004706978292233543,0.8287473648786545,0.6021698844432831,0.0001777344,0.32882816000000004,0.45,0.22
9013504,1758.5579171180725,2850.917761193864,-0.0005516167669702554,0.8260372418165207,0.6021030813455581,0.00017527679999999998,0.32538752000000004,0.47,0.2
